,player_name,touches,year
12, Zlatan Ibrahimovic,94,2017/2018
13, Ademola Lookman,91,2017/2018
14, Kasey Palmer,88,2017/2018
15, Stephen Ireland,86,2017/2018
16, Kevin Mirallas,82,2017/2018
17, Rolando Aarons,81,2017/2018
18, Claudio Bravo,81,2017/2018
19, Jesús Gámez,81,2017/2018
0, Aleksandar Mitrovic,81,2017/2018
1, Ramiro Funes Mori,78,2017/2018
2, Jürgen Locadia,78,2017/2018
3, Ross Barkley,73,2017/2018
4, Eldin Jakupovic,71,2017/2018
5, Jamie Murphy,66,2017/2018
6, Lasse Sorenson,64,2017/2018
7, Damien Delaney,60,2017/2018
8, Phil Foden,59,2017/2018
9, Joe Willock,58,2017/2018
10, Yohan Benalouane,57,2017/2018
11, Brahim Diaz,55,2017/2018
12, Dean Whitehead,54,2017/2018
13, Henri Saivet,44,2017/2018
14, Bojan,38,2017/2018
15, Muhamed Besic,36,2017/2018
16, Tyrese Campbell,35,2017/2018
17, Nahki Wells,34,2017/2018
18, Michel Vorm,32,2017/2018
19, Paulo Gazzaniga,31,2017/2018
0, Emerson Hyndman,31,2017/2018
1, Sergio Romero,30,2017/2018
2, Callum Hudson-Odoi,29,2017/2018
3, Charly Musonda,27,2017/2018
4, Boaz Myhill,25,2017/2018
5, Ethan Ampadu,22,2017/2018
6, Levi Lumeka,19,2017/2018
7, Jonathan Walters,18,2017/2018
8, Marko Grujic,17,2017/2018
9, Michael Hefele,16,2017/2018
10, Jerome Sinclair,16,2017/2018
11, Jordan Hugill,15,2017/2018
12, Sullay Kaikai,14,2017/2018
13, Dodi Lukebakio,12,2017/2018
14, Eddie Nketiah,12,2017/2018
15, Sam Baldock,11,2017/2018
16, Jack Simpson,11,2017/2018
17, Pape Souaré,11,2017/2018
18, Jay Fulton,10,2017/2018
19, Harvey Barnes,9,2017/2018
0, Freddie Ladapo,9,2017/2018
1, Rekeem Harper,8,2017/2018
2, Uwe Hünemeier,8,2017/2018
3, Ben Woodburn,8,2017/2018
4, Josh Cullen,7,2017/2018
5, Lukas Nmecha,7,2017/2018
6, Julien Ngoy,6,2017/2018
7, Jeremie Boga,5,2017/2018
8, Divock Origi,4,2017/2018
9, Reece Oxford,4,2017/2018
10, Massadio Haidara,2,2017/2018
11, Michael Obafemi,2,2017/2018
12, Dwight McNeil,1,2017/2018
0, James Milner,3323,2016/2017
1, César Azpilicueta,3037,2016/2017
2, Paul Pogba,2841,2016/2017
3, Christian Eriksen,2753,2016/2017
4, Fernandinho,2732,2016/2017
5, Nathaniel Clyne,2693,2016/2017
6, Granit Xhaka,2681,2016/2017
7, N'Golo Kanté,2671,2016/2017
8, David Silva,2648,2016/2017
9, Mesut Özil,2647,2016/2017
10, Ander Herrera,2607,2016/2017
11, Oriol Romeu,2596,2016/2017
12, Kevin De Bruyne,2586,2016/2017
13, Nacho Monreal,2575,2016/2017
14, Jan Vertonghen,2552,2016/2017
15, Eden Hazard,2486,2016/2017
16, Harry Arter,2479,2016/2017
17, Alexis Sánchez,2470,2016/2017
18, Victor Wanyama,2464,2016/2017
19, Nicolás Otamendi,2440,2016/2017
0, Steve Cook,2426,2016/2017
1, Jordan Henderson,2423,2016/2017
2, Idrissa Gueye,2420,2016/2017
3, Aleksandar Kolarov,2418,2016/2017
4, Eric Dier,2402,2016/2017
5, Dejan Lovren,2387,2016/2017
6, Charlie Daniels,2377,2016/2017
7, Adam Smith,2374,2016/2017
8, Kyle Walker,2366,2016/2017
9, Joel Ward,2341,2016/2017
10, Erik Pieters,2338,2016/2017
11, Simon Francis,2325,2016/2017
12, Ross Barkley,2320,2016/2017
13, Kyle Naughton,2282,2016/2017
14, Christian Fuchs,2279,2016/2017
15, Gary Cahill,2273,2016/2017
16, Ashley Williams,2264,2016/2017
17, Roberto Firmino,2251,2016/2017
18, Nemanja Matic,2249,2016/2017
19, José Holebas,2198,2016/2017
0, Daniel Drinkwater,2193,2016/2017
1, Manuel Lanzini,2169,2016/2017
2, Steven Davis,2161,2016/2017
3, Matthew Lowton,2158,2016/2017
4, Antonio Valencia,2157,2016/2017
5, Ben Gibson,2150,2016/2017
6, Laurent Koscielny,2131,2016/2017
7, Stephen Ward,2122,2016/2017
8, Sam Clucas,2118,2016/2017
9, Jason Puncheon,2110,2016/2017
10, Emre Can,2097,2016/2017
11, Ahmed El Mohamady,2096,2016/2017
12, Marcos Alonso,2081,2016/2017
13, Cédric Soares,2078,2016/2017
14, Yaya Touré,2074,2016/2017
15, Héctor Bellerín,2069,2016/2017
16, Jake Livermore,2068,2016/2017
17, Joel Matip,2062,2016/2017
18, Etienne Capoue,2056,2016/2017
19, José Fonte,2053,2016/2017
0, Georginio Wijnaldum,2044,2016/2017
1, Ryan Bertrand,2040,2016/2017
2, Coutinho,2038,2016/2017
3, David Luiz,2036,2016/2017
4, Leighton Baines,2032,2016/2017
5, Dele Alli,2029,2016/2017
6, Gaël Clichy,1979,2016/2017
7, Shkodran Mustafi,1963,2016/2017
8, Andrew Robertson,1949,2016/2017
9, Joe Allen,1924,2016/2017
10, Craig Dawson,1922,2016/2017
11, Gylfi Sigurdsson,1905,2016/2017
12, Adam Clayton,1889,2016/2017
13, Toby Alderweireld,1875,2016/2017
14, Riyad Mahrez,1869,2016/2017
15, Adam Lallana,1867,2016/2017
16, Mousa Dembélé,1865,2016/2017
17, Victor Moses,1814,2016/2017
18, Danny Simpson,1812,2016/2017
19, Adam Forshaw,1769,2016/2017
0, Diego Costa,1763,2016/2017
1, Mark Noble,1763,2016/2017
2, John Stones,1763,2016/2017
3, Marten de Roon,1736,2016/2017
4, Gareth Barry,1732,2016/2017
5, Wilfried Zaha,1731,2016/2017
6, Ben Mee,1723,2016/2017
7, Nathan Redmond,1715,2016/2017
8, Glenn Whelan,1702,2016/2017
9, Jack Cork,1700,2016/2017
10, Patrick van Aanholt,1699,2016/2017
11, Seamus Coleman,1698,2016/2017
12, Harry Maguire,1686,2016/2017
13, Dusan Tadic,1675,2016/2017
14, Leroy Fer,1669,2016/2017
15, Antonio Barragán,1665,2016/2017
16, Raheem Sterling,1650,2016/2017
17, Phil Jagielka,1632,2016/2017
18, Michael Keane,1626,2016/2017
19, Cheikhou Kouyaté,1622,2016/2017
0, Calum Chambers,1616,2016/2017
1, Darren Fletcher,1608,2016/2017
2, Ben Davies,1606,2016/2017
3, Cesc Fàbregas,1600,2016/2017
4, Alfie Mawson,1588,2016/2017
5, Robert Snodgrass,1586,2016/2017
6, Daley Blind,1566,2016/2017
7, Bruno Martins Indi,1563,2016/2017
8, Sadio Mané,1562,2016/2017
9, Tom Huddlestone,1548,2016/2017
10, Francis Coquelin,1535,2016/2017
11, Marc Albrighton,1533,2016/2017
12, Chris Brunt,1526,2016/2017
13, Federico Fernández,1523,2016/2017
14, Andros Townsend,1518,2016/2017
15, Romelu Lukaku,1517,2016/2017
16, Andrew Surman,1513,2016/2017
17, Winston Reid,1502,2016/2017
18, Ryan Shawcross,1492,2016/2017
19, Allan Nyom,1490,2016/2017
0, Marko Arnautovic,1478,2016/2017
1, Sebastian Prödl,1475,2016/2017
2, Maya Yoshida,1468,2016/2017
3, Tom Heaton,1466,2016/2017
4, Yohan Cabaye,1465,2016/2017
5, Michael Carrick,1460,2016/2017
6, Heurelho Gomes,1460,2016/2017
7, Didier Ndong,1455,2016/2017
8, Pedro,1446,2016/2017
9, Jack Wilshere,1443,2016/2017
10, George Friend,1429,2016/2017
11, Christian Benteke,1419,2016/2017
12, Danny Rose,1417,2016/2017
13, Miguel Britos,1416,2016/2017
14, Zlatan Ibrahimovic,1413,2016/2017
15, Ben Foster,1399,2016/2017
16, Michail Antonio,1397,2016/2017
17, Joshua King,1391,2016/2017
18, Stewart Downing,1381,2016/2017
19, James Ward-Prowse,1378,2016/2017
0, Jonny Evans,1377,2016/2017
1, Jeff Hendrick,1366,2016/2017
2, Marouane Fellaini,1365,2016/2017
3, Hugo Lloris,1365,2016/2017
4, Lukasz Fabianski,1336,2016/2017
5, Nordin Amrabat,1335,2016/2017
6, Billy Jones,1332,2016/2017
7, Sergio Agüero,1325,2016/2017
8, Aaron Cresswell,1313,2016/2017
9, Virgil van Dijk,1313,2016/2017
10, Pierre-Emile Højbjerg,1312,2016/2017
11, Claudio Yacob,1308,2016/2017
12, Salomón Rondón,1303,2016/2017
13, Jordan Pickford,1294,2016/2017
14, Curtis Davies,1289,2016/2017
15, Juan Mata,1283,2016/2017
16, Glen Johnson,1278,2016/2017
17, Eric Bailly,1273,2016/2017
18, Artur Boruc,1265,2016/2017
19, Gareth McAuley,1265,2016/2017
0, Son Heung-Min,1265,2016/2017
1, Marcos Rojo,1260,2016/2017
2, Álvaro Negredo,1259,2016/2017
3, Fernando Llorente,1253,2016/2017
4, Fabio,1249,2016/2017
5, Troy Deeney,1229,2016/2017
6, Petr Cech,1228,2016/2017
7, James McArthur,1224,2016/2017
8, Alex Oxlade-Chamberlain,1223,2016/2017
9, Pedro Obiang,1208,2016/2017
10, Dimitri Payet,1206,2016/2017
11, Kevin Mirallas,1198,2016/2017
12, Charlie Adam,1196,2016/2017
13, Lamine Koné,1186,2016/2017
14, Gabriel,1183,2016/2017
15, Damien Delaney,1179,2016/2017
16, Willian,1172,2016/2017
17, Kasper Schmeichel,1172,2016/2017
18, Aaron Ramsey,1166,2016/2017
19, Tom Cleverley,1157,2016/2017
0, Lee Grant,1146,2016/2017
1, Alex Iwobi,1143,2016/2017
2, Henrikh Mkhitaryan,1137,2016/2017
3, Wayne Rooney,1132,2016/2017
4, Robert Huth,1127,2016/2017
5, Víctor Valdés,1126,2016/2017
6, Ragnar Klavan,1125,2016/2017
7, Martin Kelly,1121,2016/2017
8, Geoff Cameron,1119,2016/2017
9, Leroy Sané,1117,2016/2017
10, Harry Kane,1116,2016/2017
11, Bacary Sagna,1116,2016/2017
12, Dan Gosling,1102,2016/2017
13, Fraser Forster,1101,2016/2017
14, Lucas Leiva,1098,2016/2017
15, Thibaut Courtois,1097,2016/2017
16, Matt Phillips,1097,2016/2017
17, Gastón Ramírez,1095,2016/2017
18, Younes Kaboul,1080,2016/2017
19, David De Gea,1079,2016/2017
0, Simon Mignolet,1077,2016/2017
1, Ryan Fraser,1075,2016/2017
2, Ramiro Funes Mori,1065,2016/2017
3, Wayne Hennessey,1062,2016/2017
4, Tom Davies,1059,2016/2017
5, Phil Jones,1059,2016/2017
6, Angelo Ogbonna,1054,2016/2017
7, George Boyd,1053,2016/2017
8, Xherdan Shaqiri,1052,2016/2017
9, Papy Djilobodji,1044,2016/2017
10, Scott Arfield,1043,2016/2017
11, Daryl Janmaat,1035,2016/2017
12, Valon Behrami,1030,2016/2017
13, Mason Holgate,1030,2016/2017
14, James Morrison,1029,2016/2017
15, Morgan Schneiderlin,1027,2016/2017
16, Nacer Chadli,1020,2016/2017
17, James Tomkins,1017,2016/2017
18, Tom Carroll,1008,2016/2017
19, Abdoulaye Doucouré,1005,2016/2017
0, Daniel Amartey,1000,2016/2017
1, Wilfred Ndidi,998,2016/2017
2, Jesse Lingard,997,2016/2017
3, Matteo Darmian,993,2016/2017
4, Anthony Martial,992,2016/2017
5, John O'Shea,982,2016/2017
6, Wes Morgan,979,2016/2017
7, Marcus Rashford,977,2016/2017
8, Theo Walcott,954,2016/2017
9, Wayne Routledge,948,2016/2017
10, Jack Stephens,948,2016/2017
11, Dean Marney,937,2016/2017
12, Michael Dawson,924,2016/2017
13, Sofiane Boufal,917,2016/2017
14, Jordi Amat,909,2016/2017
15, Sebastian Larsson,906,2016/2017
16, Pablo Zabaleta,898,2016/2017
17, Jesús Navas,890,2016/2017
18, Sam Vokes,887,2016/2017
19, Junior Stanislas,886,2016/2017
0, Adama Traoré,882,2016/2017
1, Martin Olsson,880,2016/2017
2, Jamie Vardy,872,2016/2017
3, Jason Denayer,869,2016/2017
4, Ki Sung-yueng,868,2016/2017
5, Andy King,860,2016/2017
6, Eldin Jakupovic,856,2016/2017
7, Leon Britton,853,2016/2017
8, Fabio Borini,849,2016/2017
9, James Collins,848,2016/2017
10, Scott Dann,848,2016/2017
11, Claudio Bravo,830,2016/2017
12, Jermain Defoe,829,2016/2017
13, Sam Byram,822,2016/2017
14, Darren Randolph,820,2016/2017
15, Javier Manquillo,818,2016/2017
16, Arthur Masuaku,802,2016/2017
17, Adnan Januzaj,798,2016/2017
18, Angel Rangel,797,2016/2017
19, Andrea Ranocchia,796,2016/2017
0, Ashley Barnes,792,2016/2017
1, Marc Pugh,780,2016/2017
2, Jack Rodwell,779,2016/2017
3, Joey Barton,774,2016/2017
4, Joel Robles,761,2016/2017
5, Steven Defour,741,2016/2017
6, Phil Bardsley,740,2016/2017
7, Alfred N'Diaye,739,2016/2017
8, Jordy Clasie,737,2016/2017
9, James McClean,736,2016/2017
10, M'Baye Niang,726,2016/2017
11, Shinji Okazaki,726,2016/2017
12, Divock Origi,724,2016/2017
13, David Meyler,721,2016/2017
14, Andre Gray,713,2016/2017
15, Mame Biram Diouf,707,2016/2017
16, Peter Crouch,706,2016/2017
17, Mohamed Elneny,705,2016/2017
18, Joe Ledley,705,2016/2017
19, Santiago Cazorla,695,2016/2017
0, Stephen Kingsley,693,2016/2017
1, Edimilson Fernandes,687,2016/2017
2, Jeffrey Schlupp,681,2016/2017
3, Luka Milivojevic,678,2016/2017
4, Ashley Young,675,2016/2017
5, Bryan Oviedo,674,2016/2017
6, Bernardo Espinosa,670,2016/2017
7, Vincent Kompany,667,2016/2017
8, Jordon Ibe,665,2016/2017
9, Moussa Sissoko,665,2016/2017
10, Chris Smalling,656,2016/2017
11, Andy Carroll,655,2016/2017
12, Cristhian Stuani,642,2016/2017
13, Demarai Gray,640,2016/2017
14, Maarten Stekelenburg,639,2016/2017
15, Victor Anichebe,638,2016/2017
16, André Ayew,633,2016/2017
17, Sofiane Feghouli,622,2016/2017
18, Neil Taylor,618,2016/2017
19, Ilkay Gündogan,617,2016/2017
0, Islam Slimani,614,2016/2017
1, Roberto Pereyra,612,2016/2017
2, Yannick Bolasie,606,2016/2017
3, Håvard Nordtveit,605,2016/2017
4, Modou Barrow,600,2016/2017
5, Rob Holding,591,2016/2017
6, Kieran Gibbs,589,2016/2017
7, Adlène Guédioura,585,2016/2017
8, David Marshall,582,2016/2017
9, Adrián,571,2016/2017
10, Juan Camilo Zuñiga,571,2016/2017
11, Craig Cathcart,566,2016/2017
12, Jonathan Walters,566,2016/2017
13, Luke Shaw,565,2016/2017
14, Nathan Aké,564,2016/2017
15, Adama Diomande,555,2016/2017
16, Wahbi Khazri,555,2016/2017
17, Shane Long,554,2016/2017
18, Olivier Giroud,553,2016/2017
19, Lazar Markovic,548,2016/2017
0, Nolito,546,2016/2017
1, Steven Pienaar,536,2016/2017
2, Kieran Trippier,535,2016/2017
3, Willy Caballero,532,2016/2017
4, Daniel Ayala,527,2016/2017
5, Ben Chilwell,524,2016/2017
6, Ryan Mason,521,2016/2017
7, Johann Berg Gudmundsson,518,2016/2017
8, Giannelli Imbula,517,2016/2017
9, Sam McQueen,516,2016/2017
10, Branislav Ivanovic,510,2016/2017
11, Cuco Martina,497,2016/2017
12, Odion Ighalo,491,2016/2017
13, Benik Afobe,487,2016/2017
14, Fernando,483,2016/2017
15, Darron Gibson,479,2016/2017
16, Erik Lamela,475,2016/2017
17, Oumar Niasse,474,2016/2017
18, Ramadan Sobhi,469,2016/2017
19, Kamil Grosicki,468,2016/2017
0, Enner Valencia,468,2016/2017
1, Jordan Ayew,461,2016/2017
2, Marc Muniesa,460,2016/2017
3, Grant Leadbitter,451,2016/2017
4, Harry Winks,451,2016/2017
5, Stefano Okaka,446,2016/2017
6, Mike van der Hoorn,440,2016/2017
7, Duncan Watmore,435,2016/2017
8, Robbie Brady,432,2016/2017
9, Jay Fulton,431,2016/2017
10, Charlie Austin,419,2016/2017
11, Callum Wilson,417,2016/2017
12, Donald Love,413,2016/2017
13, Abel Hernández,410,2016/2017
14, Christian Kabasele,410,2016/2017
15, Vincent Janssen,409,2016/2017
16, Daniel Sturridge,409,2016/2017
17, Brad Guzan,398,2016/2017
18, Tyrone Mings,395,2016/2017
19, Jay Rodriguez,395,2016/2017
0, Ahmed Musa,391,2016/2017
1, Evandro,390,2016/2017
2, James Tarkowski,385,2016/2017
3, Lee Cattermole,377,2016/2017
4, John Terry,372,2016/2017
5, Adrian Mariappa,365,2016/2017
6, James McCarthy,363,2016/2017
7, Oscar,358,2016/2017
8, Gabriel Jesus,357,2016/2017
9, Omar Elabdellaoui,355,2016/2017
10, Steve Mandanda,349,2016/2017
11, Vito Mannone,346,2016/2017
12, Leonardo Ulloa,344,2016/2017
13, Lewis Cook,343,2016/2017
14, Loris Karius,343,2016/2017
15, Wilfried Bony,339,2016/2017
16, Mamadou Sakho,327,2016/2017
17, Hal Robson-Kanu,324,2016/2017
18, Isaac Success,323,2016/2017
19, Ron-Robert Zieler,318,2016/2017
0, Matt Targett,317,2016/2017
1, Yohan Benalouane,314,2016/2017
2, Danny Welbeck,314,2016/2017
3, Ashley Westwood,312,2016/2017
4, Rudy Gestede,305,2016/2017
5, Dieudonne Mbokani Bezua,302,2016/2017
6, Kelechi Iheanacho,296,2016/2017
7, Bojan,292,2016/2017
8, Gerard Deulofeu,291,2016/2017
9, Lee Chung-yong,287,2016/2017
10, Saido Berahino,285,2016/2017
11, Markus Henriksen,277,2016/2017
12, Alberto Moreno,276,2016/2017
13, Borja Bastón,274,2016/2017
14, Fabian Delph,270,2016/2017
15, Kevin Wimmer,264,2016/2017
16, Ibrahim Afellay,262,2016/2017
17, Jan Kirchhoff,262,2016/2017
18, Jon Flanagan,260,2016/2017
19, Jonathan Calleri,243,2016/2017
0, Viktor Fischer,243,2016/2017
1, Jonas Olsson,243,2016/2017
2, Luis Hernández,239,2016/2017
3, Nsue,238,2016/2017
4, Luciano Narsingh,231,2016/2017
5, Jefferson Montero,228,2016/2017
6, Josh Tymon,217,2016/2017
7, Aaron Lennon,216,2016/2017
8, Manolo Gabbiadini,204,2016/2017
9, Pape Souaré,197,2016/2017
10, Jack Butland,195,2016/2017
11, Lynden Gooch,193,2016/2017
12, Brad Smith,193,2016/2017
13, Axel Tuanzebe,188,2016/2017
14, Shay Given,181,2016/2017
15, Simone Zaza,180,2016/2017
16, Kurt Zouma,179,2016/2017
17, George Honeyman,176,2016/2017
18, Michel Vorm,171,2016/2017
19, Ademola Lookman,169,2016/2017
0, Paddy McNair,168,2016/2017
1, Connor Wickham,168,2016/2017
2, Lucas Pérez,167,2016/2017
3, Shaun Maloney,166,2016/2017
4, Álvaro Arbeloa,165,2016/2017
5, Dominic Calvert-Lewin,165,2016/2017
6, Ashley Fletcher,159,2016/2017
7, Nathan Dyer,153,2016/2017
8, Marc Wilson,149,2016/2017
9, Patrick Bamford,147,2016/2017
10, Michy Batshuayi,145,2016/2017
11, Kevin Long,141,2016/2017
12, Lys Mousset,141,2016/2017
13, Sam Field,140,2016/2017
14, Mathieu Flamini,140,2016/2017
15, Trent Alexander-Arnold,137,2016/2017
16, Brendan Galloway,134,2016/2017
17, Ezekiel Fryers,133,2016/2017
18, Nampalys Mendy,132,2016/2017
19, Nathaniel Chalobah,131,2016/2017
0, Josh Sims,129,2016/2017
1, Philipp Wollscheid,128,2016/2017
2, Paul Robinson,120,2016/2017
3, Mauro Zárate,118,2016/2017
4, Will Keane,117,2016/2017
5, Jérémy Pied,116,2016/2017
6, Aleix García,113,2016/2017
7, Max Gradel,108,2016/2017
8, Craig Gardner,103,2016/2017
9, Gökhan Töre,98,2016/2017
10, Matthew Pennington,96,2016/2017
11, Jarrod Bowen,93,2016/2017
12, Bakary Sako,92,2016/2017
13, Mile Jedinak,81,2016/2017
14, Demetri Mitchell,81,2016/2017
15, Loïc Remy,79,2016/2017
16, Fraizer Campbell,78,2016/2017
17, Adam Federici,73,2016/2017
18, Sergio Romero,73,2016/2017
19, Scott McTominay,70,2016/2017
0, Albert Adomah,69,2016/2017
1, Josh Harrop,68,2016/2017
2, Diafra Sakho,66,2016/2017
3, Jonathan Leko,64,2016/2017
4, Georges-Kévin Nkoudou,64,2016/2017
5, Jordan Rhodes,64,2016/2017
6, Emiliano Martínez,63,2016/2017
7, Carl Jenkinson,62,2016/2017
8, Timothy Fosu-Mensah,60,2016/2017
9, Joleon Lescott,60,2016/2017
10, Kenedy,60,2016/2017
11, Aiden O'Neill,60,2016/2017
12, Martín Cáceres,59,2016/2017
13, David Ospina,59,2016/2017
14, Asmir Begovic,57,2016/2017
15, Michael Kightly,57,2016/2017
16, Ben Woodburn,56,2016/2017
17, Jordon Mutch,54,2016/2017
18, Brandon Mason,52,2016/2017
19, David Jones,50,2016/2017
0, Harrison Reed,50,2016/2017
1, Arouna Koné,47,2016/2017
2, Marko Grujic,46,2016/2017
3, Jeremain Lens,45,2016/2017
4, James Husband,43,2016/2017
5, Costel Pantilimon,43,2016/2017
6, Oliver McBurnie,42,2016/2017
7, Jerome Sinclair,42,2016/2017
8, Ryan Allsop,38,2016/2017
9, Ruben Loftus-Cheek,38,2016/2017
10, Kristoffer Nordfeldt,37,2016/2017
11, Joel Pereira,33,2016/2017
12, Josh Onomah,33,2016/2017
13, Ben Watson,33,2016/2017
14, Lewis Grabban,31,2016/2017
15, Julien Ngoy,31,2016/2017
16, Marcin Wasilewski,30,2016/2017
17, Memphis Depay,27,2016/2017
18, Andrew Eleftheriou,26,2016/2017
19, Ola Aina,24,2016/2017
0, David Nugent,24,2016/2017
1, Kevin Stewart,23,2016/2017
2, Rickie Lambert,16,2016/2017
3, Per Mertesacker,16,2016/2017
4, Samir Nasri,16,2016/2017
5, Daniel Agyei,15,2016/2017
6, Sullay Kaikai,15,2016/2017
7, Jonjoe Kenny,15,2016/2017
8, Angel Gomes,14,2016/2017
9, Mathieu Debuchy,13,2016/2017
10, Matt Worthington,11,2016/2017
11, Ovie Ejaria,10,2016/2017
12, Dion Pereira,9,2016/2017
13, Jonathan Benteke,8,2016/2017
14, Lukas Jutkiewicz,8,2016/2017
15, Filip Lesniak,7,2016/2017
16, Ainsley Maitland-Niles,6,2016/2017
17, Declan Rice,6,2016/2017
18, Baily Cargill,4,2016/2017
19, Ikechi Anya,3,2016/2017
0, Joel Asoro,3,2016/2017
1, Michael Folivi,3,2016/2017
2, Matej Vydra,3,2016/2017
0, Cesc Fàbregas,3395,2015/2016
1, Simon Francis,3023,2015/2016
2, Mesut Özil,2963,2015/2016
3, Aaron Ramsey,2774,2015/2016
4, Nacho Monreal,2759,2015/2016
5, Andrew Surman,2707,2015/2016
6, César Azpilicueta,2699,2015/2016
7, Charlie Daniels,2698,2015/2016
8, Daley Blind,2658,2015/2016
9, Toby Alderweireld,2644,2015/2016
10, Héctor Bellerín,2613,2015/2016
11, Christian Eriksen,2582,2015/2016
12, Idrissa Gueye,2581,2015/2016
13, Ross Barkley,2567,2015/2016
14, Gareth Barry,2560,2015/2016
15, Eric Dier,2542,2015/2016
16, Daniel Drinkwater,2541,2015/2016
17, Glenn Whelan,2537,2015/2016
18, Ashley Williams,2511,2015/2016
19, Erik Pieters,2504,2015/2016
0, Mark Noble,2468,2015/2016
1, Nathaniel Clyne,2358,2015/2016
2, Fernandinho,2344,2015/2016
3, Bacary Sagna,2296,2015/2016
4, Yann M'Vila,2291,2015/2016
5, Aaron Cresswell,2274,2015/2016
6, Juan Mata,2264,2015/2016
7, Yaya Touré,2263,2015/2016
8, Emre Can,2260,2015/2016
9, Craig Dawson,2244,2015/2016
10, Jack Cork,2236,2015/2016
11, Willian,2229,2015/2016
12, Kyle Walker,2222,2015/2016
13, Laurent Koscielny,2217,2015/2016
14, Matt Ritchie,2203,2015/2016
15, Daryl Janmaat,2197,2015/2016
16, Christian Fuchs,2195,2015/2016
17, Federico Fernández,2187,2015/2016
18, N'Golo Kanté,2185,2015/2016
19, Alexis Sánchez,2179,2015/2016
0, Moussa Sissoko,2177,2015/2016
1, Alberto Moreno,2170,2015/2016
2, Etienne Capoue,2168,2015/2016
3, Aleksandar Kolarov,2164,2015/2016
4, Robbie Brady,2155,2015/2016
5, Nicolás Otamendi,2122,2015/2016
6, José Fonte,2119,2015/2016
7, Steve Cook,2116,2015/2016
8, Pape Souaré,2114,2015/2016
9, Nemanja Matic,2073,2015/2016
10, James Milner,2065,2015/2016
11, Neil Taylor,2028,2015/2016
12, Steven Davis,2020,2015/2016
13, Dimitri Payet,2018,2015/2016
14, Chris Smalling,1998,2015/2016
15, Riyad Mahrez,1994,2015/2016
16, John Stones,1971,2015/2016
17, Branislav Ivanovic,1966,2015/2016
18, Virgil van Dijk,1953,2015/2016
19, Ben Watson,1952,2015/2016
0, Ryan Bertrand,1949,2015/2016
1, Yohan Cabaye,1941,2015/2016
2, Darren Fletcher,1940,2015/2016
3, Ashley Westwood,1931,2015/2016
4, Eden Hazard,1926,2015/2016
5, Patrick van Aanholt,1907,2015/2016
6, Jonjo Shelvey,1906,2015/2016
7, Angel Rangel,1890,2015/2016
8, Mousa Dembélé,1879,2015/2016
9, Jan Vertonghen,1865,2015/2016
10, Troy Deeney,1845,2015/2016
11, Lucas Leiva,1840,2015/2016
12, Danny Rose,1833,2015/2016
13, Jason Puncheon,1832,2015/2016
14, Michael Carrick,1811,2015/2016
15, Gylfi Sigurdsson,1811,2015/2016
16, Victor Wanyama,1799,2015/2016
17, Jesús Navas,1798,2015/2016
18, Cheikhou Kouyaté,1795,2015/2016
19, Seamus Coleman,1784,2015/2016
0, Morgan Schneiderlin,1783,2015/2016
1, David Silva,1773,2015/2016
2, Jonny Howson,1768,2015/2016
3, Dele Alli,1765,2015/2016
4, Joel Ward,1765,2015/2016
5, James McCarthy,1760,2015/2016
6, Georginio Wijnaldum,1750,2015/2016
7, Leandro Bacuna,1735,2015/2016
8, Chancel Mbemba,1709,2015/2016
9, Sadio Mané,1688,2015/2016
10, Dan Gosling,1683,2015/2016
11, Harry Kane,1683,2015/2016
12, Ramiro Funes Mori,1680,2015/2016
13, Kyle Naughton,1672,2015/2016
14, Russell Martin,1670,2015/2016
15, Marc Albrighton,1665,2015/2016
16, Adam Smith,1664,2015/2016
17, Ibrahim Afellay,1658,2015/2016
18, Philipp Wollscheid,1645,2015/2016
19, Kevin De Bruyne,1643,2015/2016
0, Erik Lamela,1640,2015/2016
1, Coutinho,1631,2015/2016
2, Marko Arnautovic,1630,2015/2016
