,player_name,touches,year
3, Joey Barton,2293,2011/2012
4, Marouane Fellaini,2287,2011/2012
5, Mousa Dembélé,2228,2011/2012
6, John Terry,2223,2011/2012
7, Laurent Koscielny,2218,2011/2012
8, Wayne Rooney,2209,2011/2012
9, Gaël Clichy,2201,2011/2012
10, John Arne Riise,2200,2011/2012
11, Scott Parker,2182,2011/2012
12, Nigel Reo-Coker,2153,2011/2012
13, Samir Nasri,2152,2011/2012
14, Youssouf Mulumbu,2151,2011/2012
15, Rafael van der Vaart,2138,2011/2012
16, Younes Kaboul,2129,2011/2012
17, Stephen Warnock,2102,2011/2012
18, Vincent Kompany,2083,2011/2012
19, Ashley Cole,2082,2011/2012
0, Morten Gamst Pedersen,2082,2011/2012
1, Steven N'Zonzi,2073,2011/2012
2, Juan Mata,2042,2011/2012
3, Kyle Naughton,2032,2011/2012
4, Yohan Cabaye,2024,2011/2012
5, Steven Caulker,1955,2011/2012
6, Jordan Henderson,1935,2011/2012
7, Martin Skrtel,1932,2011/2012
8, Jonás Gutiérrez,1930,2011/2012
9, Frank Lampard,1918,2011/2012
10, Phil Bardsley,1912,2011/2012
11, Charlie Adam,1902,2011/2012
12, Thomas Vermaelen,1900,2011/2012
13, Clint Dempsey,1896,2011/2012
14, James McCarthy,1891,2011/2012
15, Tim Krul,1860,2011/2012
16, Gary Caldwell,1857,2011/2012
17, Michel Vorm,1856,2011/2012
18, Wayne Hennessey,1855,2011/2012
19, Danny Simpson,1844,2011/2012
0, Russell Martin,1836,2011/2012
1, José Bosingwa,1834,2011/2012
2, Jonny Evans,1827,2011/2012
3, Tony Hibbert,1817,2011/2012
4, Cheick Tioté,1799,2011/2012
5, Joleon Lescott,1782,2011/2012
6, Marc Wilson,1781,2011/2012
7, Antonio Valencia,1773,2011/2012
8, Stewart Downing,1772,2011/2012
9, Robin van Persie,1758,2011/2012
10, Luis Suárez,1744,2011/2012
11, Phil Jones,1717,2011/2012
12, Karl Henry,1704,2011/2012
13, Phil Jagielka,1701,2011/2012
14, David Fox,1700,2011/2012
15, Glen Johnson,1696,2011/2012
16, James Morrison,1689,2011/2012
17, Nani,1685,2011/2012
18, Emmanuel Adebayor,1681,2011/2012
19, Rio Ferdinand,1680,2011/2012
0, Victor Moses,1671,2011/2012
1, Raul Meireles,1668,2011/2012
2, Fabricio Coloccini,1662,2011/2012
3, Alan Hutton,1645,2011/2012
4, Stéphane Sessegnon,1643,2011/2012
5, Bacary Sagna,1642,2011/2012
6, Glenn Whelan,1632,2011/2012
7, Nathan Dyer,1623,2011/2012
8, John Ruddy,1623,2011/2012
9, Wes Hoolahan,1622,2011/2012
10, Ryan Taylor,1611,2011/2012
11, Stiliyan Petrov,1603,2011/2012
12, Sebastian Larsson,1598,2011/2012
13, Adel Taarabt,1578,2011/2012
14, Chris Brunt,1572,2011/2012
15, Tomas Rosicky,1570,2011/2012
16, Branislav Ivanovic,1564,2011/2012
17, Scott Sinclair,1553,2011/2012
18, Jamie O'Hara,1546,2011/2012
19, Paul Robinson,1544,2011/2012
0, John O'Shea,1543,2011/2012
1, Jonas Olsson,1543,2011/2012
2, Ben Foster,1522,2011/2012
3, Chris Eagles,1511,2011/2012
4, Kieran Richardson,1510,2011/2012
5, Jack Colback,1508,2011/2012
6, Wojciech Szczesny,1506,2011/2012
7, Tim Howard,1498,2011/2012
8, James Collins,1495,2011/2012
9, Brad Friedel,1492,2011/2012
10, Bradley Johnson,1489,2011/2012
11, Peter Crouch,1488,2011/2012
12, Matthew Jarvis,1484,2011/2012
13, Alejandro Faurlin,1483,2011/2012
14, Dirk Kuyt,1467,2011/2012
15, Petr Cech,1466,2011/2012
16, Martin Petrov,1466,2011/2012
17, Ramires,1460,2011/2012
18, Leon Osman,1451,2011/2012
19, José Reina,1451,2011/2012
0, Luke Young,1450,2011/2012
1, David Junior Hoilett,1449,2011/2012
2, Mark Davies,1445,2011/2012
3, Theo Walcott,1444,2011/2012
4, James McArthur,1442,2011/2012
5, Phil Neville,1440,2011/2012
6, Antolin Alcaraz,1434,2011/2012
7, Jonathan Walters,1434,2011/2012
8, Jason Lowe,1430,2011/2012
9, Paddy Kenny,1427,2011/2012
10, Richard Dunne,1425,2011/2012
11, Gary Cahill,1424,2011/2012
12, Nicky Shorey,1415,2011/2012
13, Sergio Agüero,1404,2011/2012
14, Stephen Kelly,1403,2011/2012
15, Mark Schwarzer,1365,2011/2012
16, Martin Olsson,1363,2011/2012
17, Daniel Agger,1345,2011/2012
18, Anton Ferdinand,1344,2011/2012
19, Christophe Berra,1339,2011/2012
0, Craig Gardner,1339,2011/2012
1, Pablo Zabaleta,1335,2011/2012
2, Gareth McAuley,1328,2011/2012
3, Ryan Giggs,1321,2011/2012
4, Richard Stearman,1320,2011/2012
5, James Milner,1319,2011/2012
6, Emmerson Boyce,1297,2011/2012
7, John Heitinga,1291,2011/2012
8, Dean Whitehead,1291,2011/2012
9, Per Mertesacker,1288,2011/2012
10, Ryan Shawcross,1286,2011/2012
11, Micah Richards,1284,2011/2012
12, Steven Reid,1269,2011/2012
13, Paul Scholes,1269,2011/2012
14, Sylvain Distin,1262,2011/2012
15, John Obi Mikel,1262,2011/2012
16, Tim Cahill,1256,2011/2012
17, Joe Hart,1256,2011/2012
18, Charles N'Zogbia,1250,2011/2012
19, Robert Huth,1247,2011/2012
0, Peter Odemwingie,1243,2011/2012
1, Bobby Zamora,1241,2011/2012
2, Simon Mignolet,1237,2011/2012
3, Andrew Surman,1237,2011/2012
4, Nicklas Bendtner,1230,2011/2012
5, Shay Given,1223,2011/2012
6, Ali Al Habsi,1222,2011/2012
7, Demba Ba,1220,2011/2012
8, Shaun Derry,1214,2011/2012
9, Grétar Steinsson,1212,2011/2012
10, Philippe Senderos,1201,2011/2012
11, Jordi Gómez,1198,2011/2012
12, David N'Gog,1197,2011/2012
13, Kevin Davies,1184,2011/2012
14, Shaun Wright-Phillips,1184,2011/2012
15, Ben Watson,1182,2011/2012
16, Roger Johnson,1181,2011/2012
17, Steven Gerrard,1179,2011/2012
18, David Luiz,1174,2011/2012
19, Armand Traore,1168,2011/2012
0, Lee Cattermole,1167,2011/2012
1, David Edwards,1155,2011/2012
2, Ashley Young,1154,2011/2012
3, Gabriel Agbonlahor,1146,2011/2012
4, Sam Ricketts,1144,2011/2012
5, Elliott Bennett,1139,2011/2012
6, Damien Duff,1137,2011/2012
7, David De Gea,1133,2011/2012
8, Danny Welbeck,1131,2011/2012
9, Kevin Doyle,1127,2011/2012
10, Steven Fletcher,1106,2011/2012
11, Aaron Hughes,1105,2011/2012
12, Anthony Pilkington,1105,2011/2012
13, Mohamed Diamé,1098,2011/2012
14, Matthew Etherington,1097,2011/2012
15, Mauro Formica,1096,2011/2012
16, Daniel Sturridge,1095,2011/2012
17, Jerome Thomas,1089,2011/2012
18, Sandro,1084,2011/2012
19, Ledley King,1078,2011/2012
0, André Santos,1075,2011/2012
1, Mark Gower,1075,2011/2012
2, Davide Santon,1075,2011/2012
3, James McClean,1073,2011/2012
4, Graham Dorrans,1069,2011/2012
5, Gylfi Sigurdsson,1069,2011/2012
6, Marc Tierney,1066,2011/2012
7, Andy Carroll,1065,2011/2012
8, David Dunn,1060,2011/2012
9, Bryan Ruiz,1049,2011/2012
10, Stephen Ireland,1048,2011/2012
11, David Vaughan,1036,2011/2012
12, Scott Dann,1034,2011/2012
13, Paul Robinson,1024,2011/2012
14, Nigel de Jong,1016,2011/2012
15, Wayne Routledge,1008,2011/2012
16, Florent Malouda,1001,2011/2012
17, Mike Williamson,1000,2011/2012
18, Asmir Begovic,999,2011/2012
19, Garry Monk,997,2011/2012
0, Michael Turner,996,2011/2012
1, Steven Pienaar,995,2011/2012
2, Gervinho,988,2011/2012
3, David Wheater,987,2011/2012
4, Grant Holt,981,2011/2012
5, Kieran Gibbs,974,2011/2012
6, Jay Spearing,974,2011/2012
7, Jean Beausejour,972,2011/2012
8, Jamie Carragher,967,2011/2012
9, Carlos Cuellar,963,2011/2012
10, Adam Bogdan,961,2011/2012
11, Fernando Torres,961,2011/2012
12, Andy Wilkinson,961,2011/2012
13, Jermaine Pennant,957,2011/2012
14, Jussi Jääskeläinen,949,2011/2012
15, Shane Long,949,2011/2012
16, Hatem Ben Arfa,939,2011/2012
17, Rafael,938,2011/2012
18, Billy Jones,935,2011/2012
19, Zak Whitbread,933,2011/2012
0, Zat Knight,924,2011/2012
1, Steve Morison,915,2011/2012
2, Paul Scharner,914,2011/2012
3, David Jones,910,2011/2012
4, Chris Baird,907,2011/2012
5, Franco Di Santo,899,2011/2012
6, Chris Smalling,898,2011/2012
7, Ryan Shotton,890,2011/2012
8, Danny Graham,882,2011/2012
9, Marc Albrighton,879,2011/2012
10, Johan Djourou,877,2011/2012
11, William Gallas,877,2011/2012
12, Craig Bellamy,872,2011/2012
13, Gaël Givet,864,2011/2012
14, Yakubu,852,2011/2012
15, Edin Dzeko,852,2011/2012
16, Clint Hill,852,2011/2012
17, Lucas Leiva,843,2011/2012
18, Nedum Onuoha,831,2011/2012
19, Jamie Mackie,828,2011/2012
0, Grant Hanley,825,2011/2012
1, Ronald Zubar,825,2011/2012
2, Adam Johnson,816,2011/2012
3, Wes Brown,814,2011/2012
4, Steve Sidwell,810,2011/2012
5, Rory Delap,806,2011/2012
6, Danny Guthrie,806,2011/2012
7, Gabriel Obertan,805,2011/2012
8, Aaron Lennon,803,2011/2012
9, Michael Essien,797,2011/2012
10, Barry Bannan,796,2011/2012
11, Mario Balotelli,789,2011/2012
12, Chris Herd,789,2011/2012
13, Oriol Romeu,783,2011/2012
14, Dedryck Boyata,769,2011/2012
15, Ronnie Stam,767,2011/2012
16, Kevin Foley,766,2011/2012
17, Louis Saha,756,2011/2012
18, Emile Heskey,752,2011/2012
19, James Perch,748,2011/2012
0, Ivan Klasnic,744,2011/2012
1, Taye Taiwo,743,2011/2012
2, Danny Gabbidon,742,2011/2012
3, Liam Ridgewell,739,2011/2012
4, Mahamadou Diarra,734,2011/2012
5, Stephen Hunt,733,2011/2012
6, Aleksandar Kolarov,729,2011/2012
7, Ciaran Clark,727,2011/2012
8, Michael Kightly,714,2011/2012
9, Elliott Ward,713,2011/2012
10, Didier Drogba,706,2011/2012
11, Jake Livermore,703,2011/2012
12, Thomas Sørensen,692,2011/2012
13, Bradley Orr,680,2011/2012
14, Dickson Etuhu,677,2011/2012
15, Darron Gibson,676,2011/2012
16, Martin Kelly,674,2011/2012
17, Adam Drury,662,2011/2012
18, Park Ji-Sung,662,2011/2012
19, Nenad Milijas,655,2011/2012
0, Darren Pratley,652,2011/2012
1, Jonny Howson,637,2011/2012
2, Andrew Crofts,636,2011/2012
3, Anderson,631,2011/2012
4, Kemy Agustien,628,2011/2012
5, Seamus Coleman,623,2011/2012
6, Marc-Antoine Fortuné,620,2011/2012
7, Tim Ream,620,2011/2012
8, Jay Bothroyd,616,2011/2012
9, Ákos Buzsáky,613,2011/2012
10, Christopher Samba,603,2011/2012
11, Steven Taylor,598,2011/2012
12, Radosav Petrovic,596,2011/2012
13, Darren Bent,579,2011/2012
14, Royston Drenthe,575,2011/2012
15, Hugo Rodallega,571,2011/2012
16, Chicharito,570,2011/2012
17, Kolo Touré,568,2011/2012
18, Jonathan Woodgate,566,2011/2012
19, Jonjo Shelvey,563,2011/2012
0, Yossi Benayoun,560,2011/2012
1, Francis Coquelin,560,2011/2012
2, Carlos Tevez,545,2011/2012
3, Fabrice Muamba,541,2011/2012
4, Rubén Rochina,541,2011/2012
5, Papiss Demba Cissé,539,2011/2012
6, Darren Fletcher,539,2011/2012
7, Ahmed El Mohamady,538,2011/2012
8, Niko Kranjcar,532,2011/2012
9, Heidar Helguson,522,2011/2012
10, Keith Andrews,521,2011/2012
11, Maxi Rodríguez,521,2011/2012
12, Shola Ameobi,520,2011/2012
13, Jazz Richards,520,2011/2012
14, Eric Lichaj,513,2011/2012
15, Andrew Johnson,512,2011/2012
16, Fabian Delph,511,2011/2012
17, Shaun Maloney,507,2011/2012
18, Leon Barnett,499,2011/2012
19, Andrey Arshavin,498,2011/2012
0, Jermain Defoe,493,2011/2012
1, Sebastien Bassong,491,2011/2012
2, Jack Rodwell,483,2011/2012
3, Leon Best,467,2011/2012
4, Samba Diakité,458,2011/2012
5, Nikica Jelavic,448,2011/2012
6, Matt Upson,448,2011/2012
7, Sylvan Ebanks-Blake,441,2011/2012
8, Marcus Olsson,435,2011/2012
9, Ryan Bennett,432,2011/2012
10, Ryan Bertrand,422,2011/2012
11, Steve Gohouri,407,2011/2012
12, Wilson Palacios,407,2011/2012
13, Alex Oxlade-Chamberlain,406,2011/2012
14, Keiren Westwood,404,2011/2012
15, Carl Jenkinson,403,2011/2012
16, Simon Cox,394,2011/2012
17, David Stockdale,392,2011/2012
18, Michael Dawson,391,2011/2012
19, Emmanuel Frimpong,390,2011/2012
0, Pavel Pogrebnyak,390,2011/2012
1, Míchel Salgado,380,2011/2012
2, Kerim Frei,374,2011/2012
3, Tom Cleverley,365,2011/2012
4, Stefan Savic,364,2011/2012
5, Nemanja Vidic,361,2011/2012
6, Gary Gardner,360,2011/2012
7, Kenwyne Jones,358,2011/2012
8, Gabriel Tamas,354,2011/2012
9, Magaye Gueye,352,2011/2012
10, Fitz Hall,352,2011/2012
11, Cameron Jerome,351,2011/2012
12, Titus Bramble,346,2011/2012
13, Salomon Kalou,346,2011/2012
14, Simeon Jackson,338,2011/2012
15, Matthew Kilgallon,336,2011/2012
16, Zdenek Grygera,326,2011/2012
17, Daniel Ayala,324,2011/2012
18, Landon Donovan,322,2011/2012
19, Ryo Miyaichi,321,2011/2012
0, Anders Lindegaard,319,2011/2012
1, Dimitar Berbatov,312,2011/2012
2, Diniyar Bilyaletdinov,309,2011/2012
3, Jon Flanagan,309,2011/2012
4, Denis Stracqualursi,306,2011/2012
5, Dong-Won Ji,297,2011/2012
6, Luke Moore,293,2011/2012
7, Marcos Alonso,286,2011/2012
8, Somen Tchoyi,286,2011/2012
9, Sebastián Coates,280,2011/2012
10, Tommy Smith,274,2011/2012
11, Conor Sammon,273,2011/2012
12, Adam Henley,272,2011/2012
13, Robbie Keane,269,2011/2012
14, Simon Lappin,265,2011/2012
15, Nicolas Anelka,263,2011/2012
16, Danny Rose,258,2011/2012
17, Connor Wickham,258,2011/2012
18, Wayne Bridge,256,2011/2012
19, Albert Crusat,255,2011/2012
0, David Goodwillie,254,2011/2012
1, Fraizer Campbell,252,2011/2012
2, Craig Dawson,252,2011/2012
3, Ritchie de Laet,250,2011/2012
4, David Davis,249,2011/2012
5, George Elokobi,243,2011/2012
6, Brad Guzan,243,2011/2012
7, Matthew Connolly,231,2011/2012
8, Radek Cerny,227,2011/2012
9, Paulo Ferreira,226,2011/2012
10, Piscu,218,2011/2012
11, Tuncay Sanli,216,2011/2012
12, Adlène Guédioura,214,2011/2012
13, Andreas Weimann,213,2011/2012
14, Nathan Baker,209,2011/2012
15, Adam Hammill,207,2011/2012
16, Ignasi Miquel,204,2011/2012
17, Fabio,196,2011/2012
18, Simon Davies,192,2011/2012
19, Patrick van Aanholt,191,2011/2012
0, Djibril Cissé,189,2011/2012
1, Victor Anichebe,184,2011/2012
2, Pajtim Kasami,184,2011/2012
3, Stephen Dobbie,177,2011/2012
4, Mark Bunn,167,2011/2012
5, David Pizarro,162,2011/2012
6, Leroy Lita,160,2011/2012
7, Dorus de Vries,159,2011/2012
8, Alex,155,2011/2012
9, Josh McEachran,152,2011/2012
10, Aaron Wilbraham,150,2011/2012
11, Ryan Nelsen,149,2011/2012
12, Joe Riley,148,2011/2012
13, Simon Vukcevic,148,2011/2012
14, Dan Gosling,145,2011/2012
15, Jason Roberts,145,2011/2012
16, Gonzalo Jara,143,2011/2012
17, Anthony Modeste,142,2011/2012
18, Ricardo Fuller,141,2011/2012
19, James McFadden,134,2011/2012
0, Ross Barkley,132,2011/2012
1, David Meyler,132,2011/2012
2, Alan Tate,126,2011/2012
3, Sammy Ameobi,124,2011/2012
4, Anthony Forde,123,2011/2012
5, Marouane Chamakh,119,2011/2012
6, DJ Campbell,117,2011/2012
7, Doni,117,2011/2012
8, Zoltán Gera,113,2011/2012
9, Eggert Jónsson,112,2011/2012
10, Apostolos Vellios,112,2011/2012
11, Shane Duffy,109,2011/2012
12, Chris Martin,109,2011/2012
13, Vedran Corluka,108,2011/2012
14, Ricardo Gardner,108,2011/2012
15, Paul Pogba,107,2011/2012
16, Sylvain Marveaux,106,2011/2012
17, Haris Vuckic,105,2011/2012
18, Romelu Lukaku,104,2011/2012
19, Asamoah Gyan,103,2011/2012
0, Abou Diaby,94,2011/2012
1, Orlando Sá,89,2011/2012
2, Peter Løvenkrands,88,2011/2012
3, Ross Turnbull,87,2011/2012
4, Andrea Orlandi,86,2011/2012
5, Henrique Hilario,85,2011/2012
6, Sotirios Kyrgiakos,85,2011/2012
7, Declan Rudd,76,2011/2012
8, Matthew Briggs,74,2011/2012
9, Alexander Kacaniklic,74,2011/2012
10, Nathan Delfouneso,72,2011/2012
11, Shane Ferguson,69,2011/2012
12, Sam Hutchinson,67,2011/2012
13, Tyrone Mears,67,2011/2012
14, Fábio Aurélio,66,2011/2012
15, George Thorne,65,2011/2012
16, Brett Emerton,64,2011/2012
17, Jermaine Jenas,64,2011/2012
18, Craig Gordon,63,2011/2012
19, James Vaughan,61,2011/2012
0, Salif Diao,59,2011/2012
1, Thierry Henry,52,2011/2012
2, Roman Pavlyuchenko,50,2011/2012
3, Tom Huddlestone,48,2011/2012
4, Federico Macheda,48,2011/2012
5, Patrick Agyemang,47,2011/2012
6, Giovani dos Santos,46,2011/2012
7, Gaël Kakuta,46,2011/2012
8, Brad Jones,45,2011/2012
9, Jody Craddock,44,2011/2012
10, Danny Pugh,43,2011/2012
11, Nico Yennaris,43,2011/2012
12, Ezekiel Fryers,41,2011/2012
13, Danny Higginbotham,41,2011/2012
14, Jake Kean,41,2011/2012
15, Bruno Perone,37,2011/2012
16, Josh Morris,37,2011/2012
17, Gerhard Tremmel,36,2011/2012
18, Josh Vela,36,2011/2012
19, Ben Amos,32,2011/2012
0, Matt Doherty,32,2011/2012
1, Marton Fülöp,30,2011/2012
2, Michael Owen,30,2011/2012
3, Jermaine Beckford,29,2011/2012
4, Raheem Sterling,27,2011/2012
5, Samir Carruthers,25,2011/2012
6, Sam Vokes,25,2011/2012
7, Carl Ikeme,24,2011/2012
8, Robert Hulse,23,2011/2012
9, Lee Chung-yong,23,2011/2012
10, Marvin Sordell,21,2011/2012
11, Owen Hargreaves,19,2011/2012
12, Henri Lansbury,19,2011/2012
13, Hogan Ephraim,16,2011/2012
14, Adam Smith,16,2011/2012
15, Jason Puncheon,15,2011/2012
16, Abdul Razak,14,2011/2012
17, Vince Grella,13,2011/2012
18, Robbie Blake,12,2011/2012
19, Marcel Gecov,11,2011/2012
0, Michael Harriman,11,2011/2012
1, Alan Smith,11,2011/2012
2, Callum McManaman,10,2011/2012
3, Federico Bessone,8,2011/2012
4, Cameron Lancaster,8,2011/2012
5, Conor McAleny,8,2011/2012
6, Jose Baxter,6,2011/2012
7, Vangelis Moras,6,2011/2012
8, Bruno Andrade,5,2011/2012
9, Will Keane,5,2011/2012
10, Sébastien Squillaci,5,2011/2012
11, Nick Blackman,4,2011/2012
12, Ryan Noble,4,2011/2012
13, Park Chu-Young,4,2011/2012
14, Kieron Dyer,3,2011/2012
15, Johnny Gorman,3,2011/2012
16, Jordan Slew,3,2011/2012
17, Stefan Maierhofer,2,2011/2012
18, Marcello Trotta,1,2011/2012
0, Danny Murphy,2888,2010/2011
1, Charlie Adam,2757,2010/2011
2, Gaël Clichy,2735,2010/2011
3, Leighton Baines,2726,2010/2011
4, Michael Essien,2726,2010/2011
5, Bacary Sagna,2719,2010/2011
6, José Enrique,2650,2010/2011
7, Ashley Cole,2568,2010/2011
8, Luka Modric,2558,2010/2011
9, Vincent Kompany,2456,2010/2011
10, Barry Ferguson,2448,2010/2011
11, Florent Malouda,2445,2010/2011
12, Alexandre Song,2408,2010/2011
13, Joey Barton,2378,2010/2011
14, Jack Wilshere,2374,2010/2011
15, John Terry,2353,2010/2011
16, Benoit Assou-Ekotto,2344,2010/2011
17, Stewart Downing,2303,2010/2011
18, Jordan Henderson,2303,2010/2011
19, Yaya Touré,2272,2010/2011
0, David Vaughan,2268,2010/2011
1, Stephen Carr,2251,2010/2011
2, Nemanja Vidic,2250,2010/2011
3, Lucas Leiva,2245,2010/2011
4, Brede Hangeland,2240,2010/2011
5, Gareth Barry,2226,2010/2011
6, Paul Robinson,2203,2010/2011
7, Kevin Davies,2195,2010/2011
8, Patrice Evra,2176,2010/2011
9, Maynor Figueroa,2159,2010/2011
10, Youssouf Mulumbu,2149,2010/2011
11, Ben Foster,2137,2010/2011
12, Samir Nasri,2117,2010/2011
13, John Obi Mikel,2099,2010/2011
14, Antolin Alcaraz,2095,2010/2011
15, Nani,2090,2010/2011
16, Stephen Crainey,2081,2010/2011
17, Chris Brunt,2066,2010/2011
18, Ian Evatt,2053,2010/2011
19, Kevin Foley,2051,2010/2011
0, Phil Bardsley,2049,2010/2011
1, David Silva,2047,2010/2011
2, Cesc Fàbregas,2039,2010/2011
3, Aaron Hughes,2031,2010/2011
4, Scott Parker,2018,2010/2011
5, Dirk Kuyt,1996,2010/2011
6, Chris Baird,1990,2010/2011
7, Neal Eardley,1978,2010/2011
8, Morten Gamst Pedersen,1964,2010/2011
9, Sylvain Distin,1963,2010/2011
10, Mikel Arteta,1958,2010/2011
11, Martin Skrtel,1918,2010/2011
12, Glen Johnson,1914,2010/2011
13, Liam Ridgewell,1914,2010/2011
14, Branislav Ivanovic,1908,2010/2011
15, Nigel de Jong,1907,2010/2011
16, Raul Meireles,1902,2010/2011
17, Jonás Gutiérrez,1880,2010/2011
18, Sebastian Larsson,1866,2010/2011
19, Cheick Tioté,1866,2010/2011
0, Ben Watson,1837,2010/2011
1, Ashley Young,1826,2010/2011
2, Charles N'Zogbia,1807,2010/2011
3, Rafael van der Vaart,1807,2010/2011
4, Roger Johnson,1799,2010/2011
5, Robert Green,1769,2010/2011
6, Phil Neville,1766,2010/2011
7, Clint Dempsey,1761,2010/2011
8, Gareth Bale,1757,2010/2011
9, Ahmed El Mohamady,1752,2010/2011
10, Steven Gerrard,1749,2010/2011
11, Jussi Jääskeläinen,1728,2010/2011
12, José Reina,1718,2010/2011
13, George Elokobi,1712,2010/2011
14, Phil Jagielka,1709,2010/2011
15, Gary Cahill,1702,2010/2011
16, Nicky Shorey,1694,2010/2011
17, Johan Elmander,1686,2010/2011
18, Michael Carrick,1684,2010/2011
19, Darren Fletcher,1679,2010/2011
0, Gonzalo Jara,1653,2010/2011
1, Richard Dunne,1651,2010/2011
2, Mark Noble,1648,2010/2011
3, Mohamed Diamé,1646,2010/2011
4, James Collins,1644,2010/2011
5, Frank Lampard,1639,2010/2011
6, Nedum Onuoha,1634,2010/2011
7, Tim Howard,1632,2010/2011
8, James Milner,1626,2010/2011
9, Carlos Tevez,1616,2010/2011
10, Paul Robinson,1615,2010/2011
11, Míchel Salgado,1601,2010/2011
12, Fabricio Coloccini,1590,2010/2011
13, Wayne Rooney,1589,2010/2011
14, Andrey Arshavin,1588,2010/2011
15, Paul Scharner,1583,2010/2011
16, Laurent Koscielny,1576,2010/2011
17, Steve Gohouri,1573,2010/2011
18, Pablo Zabaleta,1568,2010/2011
19, Didier Drogba,1565,2010/2011
0, Stephen Ward,1558,2010/2011
1, Matthew Jarvis,1554,2010/2011
2, Danny Simpson,1550,2010/2011
3, Petr Cech,1534,2010/2011
4, Steven Pienaar,1532,2010/2011
5, Paul Scholes,1507,2010/2011
6, Steed Malbranque,1505,2010/2011
7, Karl Henry,1501,2010/2011
8, Rory Delap,1490,2010/2011
9, Michael Dawson,1488,2010/2011
10, Nicolas Anelka,1478,2010/2011
11, Luke Young,1475,2010/2011
12, Dean Whitehead,1474,2010/2011
13, Mark Schwarzer,1468,2010/2011
14, Stuart Holden,1463,2010/2011
15, Simon Davies,1460,2010/2011
16, Ramires,1447,2010/2011
17, Brad Friedel,1437,2010/2011
18, Joe Hart,1425,2010/2011
19, Jamie Carragher,1423,2010/2011
0, Zat Knight,1417,2010/2011
1, Jerome Thomas,1413,2010/2011
2, Edwin van der Sar,1413,2010/2011
3, Aleksandar Kolarov,1407,2010/2011
4, Christophe Berra,1405,2010/2011
5, James Morrison,1405,2010/2011
6, Gary Taylor-Fletcher,1404,2010/2011
7, Ryan Giggs,1378,2010/2011
8, Ali Al Habsi,1365,2010/2011
9, Stiliyan Petrov,1360,2010/2011
10, Kevin Nolan,1355,2010/2011
11, Peter Odemwingie,1347,2010/2011
12, Asmir Begovic,1338,2010/2011
13, Carlos Salcido,1338,2010/2011
14, William Gallas,1337,2010/2011
15, Marouane Fellaini,1335,2010/2011
16, Christopher Samba,1331,2010/2011
17, Robert Huth,1320,2010/2011
18, Wayne Hennessey,1318,2010/2011
19, Craig Cathcart,1316,2010/2011
0, Hugo Rodallega,1310,2010/2011
1, Scott Carson,1302,2010/2011
2, Richard Stearman,1293,2010/2011
3, Alan Hutton,1281,2010/2011
4, Maxi Rodríguez,1278,2010/2011
5, Ryan Shawcross,1272,2010/2011
6, Danny Gabbidon,1268,2010/2011
7, Nenad Milijas,1267,2010/2011
8, Aaron Lennon,1266,2010/2011
9, Matthew Etherington,1252,2010/2011
10, Kolo Touré,1251,2010/2011
11, Kieran Richardson,1250,2010/2011
12, Ryan Nelsen,1247,2010/2011
13, Frédéric Piquionne,1243,2010/2011
14, Martin Olsson,1242,2010/2011
15, Fernando Torres,1239,2010/2011
16, Stephen Warnock,1235,2010/2011
17, Dimitar Berbatov,1229,2010/2011
18, Younes Kaboul,1228,2010/2011
19, Dickson Etuhu,1227,2010/2011
0, Mike Williamson,1227,2010/2011
1, Craig Gardner,1225,2010/2011
2, Ronnie Stam,1225,2010/2011
3, Gaël Givet,1222,2010/2011
4, Lars Jacobsen,1221,2010/2011
5, Grétar Steinsson,1221,2010/2011
6, Mousa Dembélé,1217,2010/2011
7, Hendry Thomas,1216,2010/2011
8, Matt Upson,1213,2010/2011
9, Lee Cattermole,1204,2010/2011
10, Heurelho Gomes,1203,2010/2011
11, Nigel Reo-Coker,1201,2010/2011
12, Gary Caldwell,1191,2010/2011
13, Emmerson Boyce,1188,2010/2011
14, Matthew Taylor,1183,2010/2011
15, Seamus Coleman,1180,2010/2011
16, Kenwyne Jones,1171,2010/2011
17, John Pantsil,1170,2010/2011
18, Johan Djourou,1163,2010/2011
19, John O'Shea,1156,2010/2011
0, Alex Baptiste,1153,2010/2011
1, Darren Bent,1152,2010/2011
2, José Bosingwa,1147,2010/2011
3, Andy Carroll,1147,2010/2011
4, Joleon Lescott,1141,2010/2011
5, Rio Ferdinand,1139,2010/2011
6, Tim Cahill,1135,2010/2011
7, Gabriel Tamas,1134,2010/2011
8, Leon Osman,1132,2010/2011
9, James McCarthy,1129,2010/2011
10, Danny Collins,1124,2010/2011
11, Sébastien Squillaci,1124,2010/2011
12, Jonathan Walters,1123,2010/2011
13, Asamoah Gyan,1121,2010/2011
14, Fabrice Muamba,1115,2010/2011
15, Kevin Doyle,1113,2010/2011
16, Phil Jones,1107,2010/2011
17, Anton Ferdinand,1102,2010/2011
18, Jermaine Jenas,1098,2010/2011
19, Brett Emerton,1094,2010/2011
0, Carlton Cole,1083,2010/2011
1, Marc Albrighton,1079,2010/2011
2, Robin van Persie,1079,2010/2011
3, Jonas Olsson,1078,2010/2011
4, Damien Duff,1070,2010/2011
5, DJ Campbell,1067,2010/2011
6, Kyle Walker,1066,2010/2011
7, Wayne Bridge,1065,2010/2011
8, Lee Chung-yong,1058,2010/2011
9, Titus Bramble,1055,2010/2011
10, Ciaran Clark,1048,2010/2011
